date,nav,daily_return,turnover,halted
2021-04-16,1000000.0,0.0,0.0,False
2021-04-19,1000000.0,0.0,0.0,False
2021-04-20,1000000.0,0.0,0.0,False
2021-04-21,1000000.0,0.0,0.0,False
2021-04-22,1000000.0,0.0,0.0,False
2021-04-23,1000000.0,0.0,0.0,False
2021-04-26,1000000.0,0.0,0.0,False
2021-04-27,1000000.0,0.0,0.0,False
2021-04-28,1000000.0,0.0,0.0,False
2021-04-29,1000000.0,0.0,0.0,False
2021-04-30,1000000.0,0.0,0.0,False
2021-05-03,1000000.0,0.0,0.0,False
2021-05-04,1000000.0,0.0,0.0,False
2021-05-05,1000000.0,0.0,0.0,False
2021-05-06,1000000.0,0.0,0.0,False
2021-05-07,1000000.0,0.0,0.0,False
2021-05-10,1000000.0,0.0,0.0,False
2021-05-11,1000000.0,0.0,0.0,False
2021-05-12,1000000.0,0.0,0.0,False
2021-05-13,1000000.0,0.0,0.0,False
2021-05-14,1000000.0,0.0,0.0,False
2021-05-17,1000000.0,0.0,0.0,False
2021-05-18,1000000.0,0.0,0.0,False
2021-05-19,1000000.0,0.0,0.0,False
2021-05-20,1000000.0,0.0,0.0,False
2021-05-21,1000000.0,0.0,0.0,False
2021-05-24,1000000.0,0.0,0.0,False
2021-05-25,1000000.0,0.0,0.0,False
2021-05-26,1000000.0,0.0,0.0,False
2021-05-27,1000000.0,0.0,0.0,False
2021-05-28,1000000.0,0.0,0.0,False
2021-06-01,1000000.0,0.0,0.0,False
2021-06-02,1000000.0,0.0,0.0,False
2021-06-03,1000000.0,0.0,0.0,False
2021-06-04,1000000.0,0.0,0.0,False
2021-06-07,1000000.0,0.0,0.0,False
2021-06-08,1000000.0,0.0,0.0,False
2021-06-09,1000000.0,0.0,0.0,False
2021-06-10,1000000.0,0.0,0.0,False
2021-06-11,1000000.0,0.0,0.0,False
2021-06-14,1000000.0,0.0,0.0,False
2021-06-15,1000000.0,0.0,0.0,False
2021-06-16,1000000.0,0.0,0.0,False
2021-06-17,1000000.0,0.0,0.0,False
2021-06-18,1000000.0,0.0,0.0,False
2021-06-21,1000000.0,0.0,0.0,False
2021-06-22,1000000.0,0.0,0.0,False
2021-06-23,1000000.0,0.0,0.0,False
2021-06-24,1000000.0,0.0,0.0,False
2021-06-25,1000000.0,0.0,0.0,False
2021-06-28,1000000.0,0.0,0.0,False
2021-06-29,1000000.0,0.0,0.0,False
2021-06-30,1000000.0,0.0,0.0,False
2021-07-01,1000000.0,0.0,0.0,False
2021-07-02,1000000.0,0.0,0.0,False
2021-07-06,1000000.0,0.0,0.0,False
2021-07-07,1000000.0,0.0,0.0,False
2021-07-08,1000000.0,0.0,0.0,False
2021-07-09,1000000.0,0.0,0.0,False
2021-07-12,1000000.0,0.0,0.0,False
2021-07-13,1000000.0,0.0,0.0,False
2021-07-14,1000000.0,0.0,0.0,False
2021-07-15,1000000.0,0.0,0.0,False
2021-07-16,1000000.0,0.0,0.0,False
2021-07-19,1000000.0,0.0,0.0,False
2021-07-20,1000000.0,0.0,0.0,False
2021-07-21,1000000.0,0.0,0.0,False
2021-07-22,1000000.0,0.0,0.0,False
2021-07-23,1000000.0,0.0,0.0,False
2021-07-26,1000000.0,0.0,0.0,False
2021-07-27,1000000.0,0.0,0.0,False
2021-07-28,1000000.0,0.0,0.0,False
2021-07-29,1000000.0,0.0,0.0,False
2021-07-30,1000000.0,0.0,0.0,False
2021-08-02,1000000.0,0.0,0.0,False
2021-08-03,1000000.0,0.0,0.0,False
2021-08-04,1000000.0,0.0,0.0,False
2021-08-05,1000000.0,0.0,0.0,False
2021-08-06,1000000.0,0.0,0.0,False
2021-08-09,1000000.0,0.0,0.0,False
2021-08-10,1000000.0,0.0,0.0,False
2021-08-11,1000000.0,0.0,0.0,False
2021-08-12,1000000.0,0.0,0.0,False
2021-08-13,1000000.0,0.0,0.0,False
2021-08-16,1000000.0,0.0,0.0,False
2021-08-17,1000000.0,0.0,0.0,False
2021-08-18,1000000.0,0.0,0.0,False
2021-08-19,1000000.0,0.0,0.0,False
2021-08-20,1000000.0,0.0,0.0,False
2021-08-23,1000000.0,0.0,0.0,False
2021-08-24,1000000.0,0.0,0.0,False
2021-08-25,1000000.0,0.0,0.0,False
2021-08-26,1000000.0,0.0,0.0,False
2021-08-27,1000000.0,0.0,0.0,False
2021-08-30,1000000.0,0.0,0.0,False
2021-08-31,1000000.0,0.0,0.0,False
2021-09-01,1000000.0,0.0,0.0,False
2021-09-02,1000000.0,0.0,0.0,False
2021-09-03,1000000.0,0.0,0.0,False
2021-09-07,1000000.0,0.0,0.0,False
2021-09-08,1000000.0,0.0,0.0,False
2021-09-09,1000000.0,0.0,0.0,False
2021-09-10,1000000.0,0.0,0.0,False
2021-09-13,1000000.0,0.0,0.0,False
2021-09-14,1000000.0,0.0,0.0,False
2021-09-15,1000000.0,0.0,0.0,False
2021-09-16,1000000.0,0.0,0.0,False
2021-09-17,1000000.0,0.0,0.0,False
2021-09-20,1000000.0,0.0,0.0,False
2021-09-21,1000000.0,0.0,0.0,False
2021-09-22,1000000.0,0.0,0.0,False
2021-09-23,1000000.0,0.0,0.0,False
2021-09-24,1000000.0,0.0,0.0,False
2021-09-27,1000000.0,0.0,0.0,False
2021-09-28,1000000.0,0.0,0.0,False
2021-09-29,1000000.0,0.0,0.0,False
2021-09-30,1000000.0,0.0,0.0,False
2021-10-01,1000000.0,0.0,0.0,False
2021-10-04,1000000.0,0.0,0.0,False
2021-10-05,1000000.0,0.0,0.0,False
2021-10-06,1000000.0,0.0,0.0,False
2021-10-07,1000000.0,0.0,0.0,False
2021-10-08,1000000.0,0.0,0.0,False
2021-10-11,1000000.0,0.0,0.0,False
2021-10-12,1000000.0,0.0,0.0,False
2021-10-13,1000000.0,0.0,0.0,False
2021-10-14,1000000.0,0.0,0.0,False
2021-10-15,1000000.0,0.0,0.0,False
2021-10-18,1000000.0,0.0,0.0,False
2021-10-19,1000000.0,0.0,0.0,False
2021-10-20,1000000.0,0.0,0.0,False
2021-10-21,1000000.0,0.0,0.0,False
2021-10-22,1000000.0,0.0,0.0,False
2021-10-25,1000000.0,0.0,0.0,False
2021-10-26,1000000.0,0.0,0.0,False
2021-10-27,1000000.0,0.0,0.0,False
2021-10-28,1000000.0,0.0,0.0,False
2021-10-29,1000000.0,0.0,0.0,False
2021-11-01,1000000.0,0.0,0.0,False
2021-11-02,1000000.0,0.0,0.0,False
2021-11-03,1000000.0,0.0,0.0,False
2021-11-04,1000000.0,0.0,0.0,False
2021-11-05,1000000.0,0.0,0.0,False
2021-11-08,1000000.0,0.0,0.0,False
2021-11-09,1000000.0,0.0,0.0,False
2021-11-10,1000000.0,0.0,0.0,False
2021-11-11,1000000.0,0.0,0.0,False
2021-11-12,1000000.0,0.0,0.0,False
2021-11-15,1000000.0,0.0,0.0,False
2021-11-16,1000000.0,0.0,0.0,False
2021-11-17,1000000.0,0.0,0.0,False
2021-11-18,1000000.0,0.0,0.0,False
2021-11-19,1000000.0,0.0,0.0,False
2021-11-22,1000000.0,0.0,0.0,False
2021-11-23,1000000.0,0.0,0.0,False
2021-11-24,1000000.0,0.0,0.0,False
2021-11-26,1000000.0,0.0,0.0,False
2021-11-29,1000000.0,0.0,0.0,False
2021-11-30,1000000.0,0.0,0.0,False
2021-12-01,1000000.0,0.0,0.0,False
2021-12-02,1000000.0,0.0,0.0,False
2021-12-03,1000000.0,0.0,0.0,False
2021-12-06,1000000.0,0.0,0.0,False
2021-12-07,1000000.0,0.0,0.0,False
2021-12-08,1000000.0,0.0,0.0,False
2021-12-09,1000000.0,0.0,0.0,False
2021-12-10,1000000.0,0.0,0.0,False
2021-12-13,1000000.0,0.0,0.0,False
2021-12-14,1000000.0,0.0,0.0,False
2021-12-15,1000000.0,0.0,0.0,False
2021-12-16,1000000.0,0.0,0.0,False
2021-12-17,1000000.0,0.0,0.0,False
2021-12-20,1000000.0,0.0,0.0,False
2021-12-21,1000000.0,0.0,0.0,False
2021-12-22,1000000.0,0.0,0.0,False
2021-12-23,1000000.0,0.0,0.0,False
2021-12-27,1000000.0,0.0,0.0,False
2021-12-28,1000000.0,0.0,0.0,False
2021-12-29,1000000.0,0.0,0.0,False
2021-12-30,1000000.0,0.0,0.0,False
2021-12-31,1000000.0,0.0,0.0,False
2022-01-03,1000000.0,0.0,0.0,False
2022-01-04,1000000.0,0.0,0.0,False
2022-01-05,1000000.0,0.0,0.0,False
2022-01-06,1000000.0,0.0,0.0,False
2022-01-07,999337.4674744646,0.0,0.25052971886712166,False
2022-01-10,1003114.9018879464,0.0037799387458455802,0.0,False
2022-01-11,1007008.5342538836,0.0038815417442298345,0.0,False
2022-01-12,1010369.7100368623,0.003337782817768312,0.0,False
2022-01-13,999939.1913089313,-0.01032346736478319,0.0,False
2022-01-14,1002752.3249076357,0.002882450370429772,0.026071569891962812,False
2022-01-18,993461.3338627288,-0.009265489407628856,0.0,False
2022-01-19,984836.8060056797,-0.008681291926597405,0.0,False
2022-01-20,980484.438865273,-0.004419379042157286,0.0,False
2022-01-21,965286.8374817094,-0.015414603338448287,0.032833674490339484,False
2022-01-24,961834.2667786976,-0.0035767303240342033,0.0,False
2022-01-25,956444.159436392,-0.005603987639531441,0.0,False
2022-01-26,960300.645882078,0.004032108312479448,0.0,False
2022-01-27,954716.02480303,-0.005815492370015319,0.0,False
2022-01-28,968239.8904788194,0.014213308003830532,0.017888859957397224,False
2022-01-31,980200.8889377122,0.01235334195224876,0.0,False
2022-02-01,982005.9695844889,0.0018415415320963814,0.0,False
2022-02-02,985563.3109538498,0.0036225251979537824,0.0,False
2022-02-03,974382.1561425923,-0.01134493815565852,0.0,False
2022-02-04,981847.1265705031,0.007732789471379466,0.02685004345780781,False
2022-02-07,981012.6625732976,-0.0008498919787239716,0.0,False
2022-02-08,983308.6422852306,0.0023404180185710435,0.0,False
2022-02-09,987998.1492520509,0.0047691098859071555,0.0,False
2022-02-10,981030.758932105,-0.0070520277039186315,0.0,False
2022-02-11,971965.0639583175,-0.009211770449642682,0.01115161532593702,False
2022-02-14,972459.8512375349,0.0005090587075242351,0.0,False
2022-02-15,981871.9307101878,0.009678630393506924,0.0,False
2022-02-16,982212.8931116987,0.0003472575097083499,0.0,False
2022-02-17,971757.0264911366,-0.010645214183085382,0.0,False
2022-02-18,967640.977827393,-0.00420574698541892,0.011365434173353395,False
2022-02-22,962885.0171107877,-0.004915005488175656,0.0,False
2022-02-23,954290.548491416,-0.008925747588388183,0.0,False
2022-02-24,959010.4470216825,0.004945976398621997,0.0,False
2022-02-25,967454.8107210014,0.008805288540436317,0.0,False
2022-02-28,967454.8107210014,0.0,0.0,False
2022-03-01,967454.8107210014,0.0,0.0,False
2022-03-02,967454.8107210014,0.0,0.0,False
2022-03-03,967454.8107210014,0.0,0.0,False
2022-03-04,966985.23661054,0.0,0.18353779218669158,False
2022-03-07,955195.120624461,-0.012192653558399108,0.0,False
2022-03-08,953651.0561938285,-0.0016164911202887714,0.0,False
2022-03-09,965290.9546233469,0.012205615831827665,0.0,False
2022-03-10,966349.1314279926,0.0010962257540874144,0.0,False
2022-03-11,963295.0448381463,-0.0031207553467250395,0.015052582958114735,False
2022-03-14,962436.0518397342,-0.0008917236759548267,0.0,False
2022-03-15,971361.2009732923,0.00927349834464048,0.0,False
2022-03-16,979552.5196644925,0.008432824661920362,0.0,False
2022-03-17,986129.4615196333,0.006714230960677416,0.0,False
2022-03-18,991955.427954025,0.005930943170531512,0.008657511953931139,False
2022-03-21,993324.2613683287,0.0013799343959709338,0.0,False
2022-03-22,996537.3476961019,0.003234680207394878,0.0,False
2022-03-23,993408.2909381513,-0.0031399292411715897,0.0,False
2022-03-24,1000771.5659943245,0.007412133684952071,0.0,False
2022-03-25,1001454.4477469391,0.0007457397461272534,0.02395031331264971,False
2022-03-28,1007852.0619032496,0.006388322674789284,0.0,False
2022-03-29,1010204.7876065443,0.0023343958823200664,0.0,False
2022-03-30,1008365.1687753925,-0.0018210355501386334,0.0,False
2022-03-31,1003100.5159984545,-0.005220978411354254,0.0,False
2022-04-01,1004148.6118638342,0.00107634518767615,0.011894400470985441,False
2022-04-04,1008124.0133042198,0.003958977180685268,0.0,False
2022-04-05,1002567.6235500701,-0.005511613334095784,0.0,False
2022-04-06,998348.4894279732,-0.004208328718173667,0.0,False
2022-04-07,1001605.8637758982,0.003262762835241511,0.0,False
2022-04-08,999451.3811988444,-0.0020387092482093204,0.04255904278786999,False
2022-04-11,988200.6649536778,-0.01125689198775367,0.0,False
2022-04-12,984980.0119712623,-0.0032591082931182633,0.0,False
2022-04-13,992497.7818516567,0.007632408565681376,0.0,False
2022-04-14,986828.1801023764,-0.005712457854266206,0.0,False
2022-04-18,988016.3710737441,0.001204050507804153,0.0,False
2022-04-19,992349.9989896452,0.004386190393982382,0.0,False
2022-04-20,987164.2226739483,-0.005225753333981631,0.0,False
2022-04-21,980502.8972916151,-0.0067479404432724665,0.0,False
2022-04-22,969227.0527358042,-0.011495594618404553,0.0017091126331061635,False
2022-04-25,973359.9615163503,0.004264128584607974,0.0,False
2022-04-26,956031.7347703032,-0.017802485648836717,0.0,False
2022-04-27,958237.5538957531,0.002307265590906203,0.0,False
2022-04-28,972656.6122871562,0.015047477875169739,0.0,False
2022-04-29,953620.6218776056,-0.019571131444619843,0.0,False
2022-05-02,953620.6218776056,0.0,0.0,False
2022-05-03,953620.6218776056,0.0,0.0,False
2022-05-04,953620.6218776056,0.0,0.0,False
2022-05-05,953620.6218776056,0.0,0.0,False
2022-05-06,953620.6218776056,0.0,0.0,False
2022-05-09,953620.6218776056,0.0,0.0,False
2022-05-10,953620.6218776056,0.0,0.0,False
2022-05-11,953620.6218776056,0.0,0.0,False
2022-05-12,953620.6218776056,0.0,0.0,False
2022-05-13,953620.6218776056,0.0,0.0,False
2022-05-16,953620.6218776056,0.0,0.0,False
2022-05-17,953620.6218776056,0.0,0.0,False
2022-05-18,953620.6218776056,0.0,0.0,False
2022-05-19,953620.6218776056,0.0,0.0,False
2022-05-20,953620.6218776056,0.0,0.0,False
2022-05-23,953620.6218776056,0.0,0.0,False
2022-05-24,953620.6218776056,0.0,0.0,False
2022-05-25,953620.6218776056,0.0,0.0,False
2022-05-26,953620.6218776056,0.0,0.0,False
2022-05-27,953620.6218776056,0.0,0.0,False
2022-05-31,953620.6218776056,0.0,0.0,False
2022-06-01,953620.6218776056,0.0,0.0,False
2022-06-02,953620.6218776056,0.0,0.0,False
2022-06-03,953620.6218776056,0.0,0.0,False
2022-06-06,953620.6218776056,0.0,0.0,False
2022-06-07,953620.6218776056,0.0,0.0,False
2022-06-08,953620.6218776056,0.0,0.0,False
2022-06-09,953620.6218776056,0.0,0.0,False
2022-06-10,953620.6218776056,0.0,0.0,False
2022-06-13,953620.6218776056,0.0,0.0,False
2022-06-14,953620.6218776056,0.0,0.0,False
2022-06-15,953620.6218776056,0.0,0.0,False
2022-06-16,953620.6218776056,0.0,0.0,False
2022-06-17,953620.6218776056,0.0,0.0,False
2022-06-21,953620.6218776056,0.0,0.0,False
2022-06-22,953620.6218776056,0.0,0.0,False
2022-06-23,953620.6218776056,0.0,0.0,False
2022-06-24,953620.6218776056,0.0,0.0,False
2022-06-27,953620.6218776056,0.0,0.0,False
2022-06-28,953620.6218776056,0.0,0.0,False
2022-06-29,953620.6218776056,0.0,0.0,False
2022-06-30,953620.6218776056,0.0,0.0,False
2022-07-01,953620.6218776056,0.0,0.0,False
2022-07-05,953620.6218776056,0.0,0.0,False
2022-07-06,953620.6218776056,0.0,0.0,False
2022-07-07,953620.6218776056,0.0,0.0,False
2022-07-08,953620.6218776056,0.0,0.0,False
2022-07-11,953620.6218776056,0.0,0.0,False
2022-07-12,953620.6218776056,0.0,0.0,False
2022-07-13,953620.6218776056,0.0,0.0,False
2022-07-14,953620.6218776056,0.0,0.0,False
2022-07-15,953194.2813179218,0.0,0.16905696349971566,False
2022-07-18,951027.8465543499,-0.002272815527781622,0.0,False
2022-07-19,959441.5581617833,0.00884696661398192,0.0,False
2022-07-20,961024.8015709126,0.0016501718063606729,0.0,False
2022-07-21,967644.0809505769,0.006887730024078909,0.0,False
2022-07-22,964741.3325340133,-0.00289121157066014,0.04118443904454272,False
2022-07-25,964619.7693653821,-0.00012600597127098313,0.0,False
2022-07-26,959009.6506759939,-0.005815886080252299,0.0,False
2022-07-27,969709.3326574824,0.011157011792265368,0.0,False
2022-07-28,973064.8043753688,0.003460286092834243,0.0,False
2022-07-29,982493.7032867156,0.009753388582423226,0.02377631609493097,False
2022-08-01,980992.9200033353,-0.0015275245819486405,0.0,False
2022-08-02,978787.7444234994,-0.002247901625863347,0.0,False
2022-08-03,985600.8189375309,0.006960727239228232,0.0,False
2022-08-04,986695.0991668857,0.001110267167324954,0.0,False
2022-08-05,981404.3734924968,-0.005357532232592539,0.001724182238601997,False
2022-08-08,978081.154682797,-0.0033861870799226064,0.0,False
2022-08-09,973929.0866560134,-0.004245116069259326,0.0,False
2022-08-10,983059.5996270869,0.009374925850528827,0.0,False
2022-08-11,977503.8001711955,-0.005651538785643123,0.0,False
2022-08-12,989912.9766756503,0.012746033381173449,0.019144336330483812,False
2022-08-15,992885.7125947959,0.00300302752786273,0.0,False
2022-08-16,993382.1394777092,0.0004999839121624991,0.0,False
2022-08-17,988976.5970162037,-0.004434891957914503,0.0,False
2022-08-18,989924.4615795438,0.0009584297203795723,0.0,False
2022-08-19,984336.8443343736,-0.005593935943759604,0.019223455449394515,False
2022-08-22,974036.7065022864,-0.010464037683210395,0.0,False
2022-08-23,972858.971911258,-0.0012091275238050722,0.0,False
2022-08-24,973025.3829701118,0.0001710536302368073,0.0,False
2022-08-25,979538.1904282928,0.006693358233164518,0.0,False
2022-08-26,963096.3397383058,-0.016714917027184015,0.027070264437464485,False
2022-08-29,958448.0542119984,-0.004826397250736497,0.0,False
2022-08-30,953751.0254386737,-0.004900660763703471,0.0,False
2022-08-31,948297.6305700254,-0.005717839061971093,0.0,False
2022-09-01,948570.1425486439,0.00028736967153919686,0.0,False
2022-09-02,942741.403349315,-0.0061070233433700855,0.014358737222793343,False
2022-09-06,942659.5402972021,-8.683510856966318e-05,0.0,False
2022-09-07,949393.636819576,0.007143720754420901,0.0,False
2022-09-08,954259.8669516668,0.005125619072392629,0.0,False
2022-09-09,961001.9502041629,0.0070898052381341385,0.00922043863122484,False
2022-09-12,965323.4875251149,0.004496907961564539,0.0,False
2022-09-13,946751.6486144987,-0.01923897962767956,0.0,False
2022-09-14,949611.8898273392,0.0030211103588003254,0.0,False
2022-09-15,947436.9880044938,-0.002290306014640341,0.0,False
2022-09-16,947166.8737786001,-0.00023701547968092587,0.018186943423412073,False
2022-09-19,948679.3437486414,0.0015968357972735415,0.0,False
2022-09-20,945560.2617639755,-0.0032878147977178094,0.0,False
2022-09-21,938460.7101745048,-0.007508301561051521,0.0,False
2022-09-22,935204.9225053209,-0.003469285004567275,0.0,False
2022-09-23,929613.0288739724,-0.005978119456468788,0.00045838479344020855,False
2022-09-26,927060.5487904025,-0.002745744739250917,0.0,False
2022-09-27,928309.4712028528,0.0013471853743316534,0.0,False
2022-09-28,934599.0822670524,0.006775338676712763,0.0,False
2022-09-29,926807.2429945976,-0.008337092792295702,0.0,False
2022-09-30,923489.2105714752,-0.0035439623301883995,0.013701320830126821,False
2022-10-03,926315.1474414231,0.00306006484710213,0.0,False
2022-10-04,936983.8233243974,0.01151732853817867,0.0,False
2022-10-05,935682.4440229003,-0.0013889026353516162,0.0,False
2022-10-06,930975.0891469126,-0.005030932135211223,0.0,False
2022-10-07,917760.5743732589,-0.01419427321708752,0.0,False
2022-10-10,917760.5743732589,0.0,0.0,False
2022-10-11,917760.5743732589,0.0,0.0,False
2022-10-12,917760.5743732589,0.0,0.0,False
2022-10-13,917760.5743732589,0.0,0.0,False
2022-10-14,917273.3672779606,0.0,0.2007410791429205,False
2022-10-17,930472.6161114197,0.014389656676317086,0.0,False
2022-10-18,934374.3886712432,0.004193323363055477,0.0,False
2022-10-19,931744.0315544729,-0.0028150997594347665,0.0,False
2022-10-20,927887.9204528321,-0.004138594904876821,0.0,False
2022-10-21,939379.5086938408,0.01238467274732984,0.0,False
2022-10-24,939379.5086938408,0.0,0.0,False
2022-10-25,939379.5086938408,0.0,0.0,False
2022-10-26,939379.5086938408,0.0,0.0,False
2022-10-27,939379.5086938408,0.0,0.0,False
2022-10-28,939379.5086938408,0.0,0.0,False
2022-10-31,939379.5086938408,0.0,0.0,False
2022-11-01,939379.5086938408,0.0,0.0,False
2022-11-02,939379.5086938408,0.0,0.0,False
2022-11-03,939379.5086938408,0.0,0.0,False
2022-11-04,939379.5086938408,0.0,0.0,False
2022-11-07,939379.5086938408,0.0,0.0,False
2022-11-08,939379.5086938408,0.0,0.0,False
2022-11-09,939379.5086938408,0.0,0.0,False
2022-11-10,939379.5086938408,0.0,0.0,False
2022-11-11,939379.5086938408,0.0,0.0,False
2022-11-14,939379.5086938408,0.0,0.0,False
2022-11-15,939379.5086938408,0.0,0.0,False
2022-11-16,939379.5086938408,0.0,0.0,False
2022-11-17,939379.5086938408,0.0,0.0,False
2022-11-18,938968.8589094663,0.0,0.16530369597824482,False
2022-11-21,934383.0354538959,-0.004883893019515505,0.0,False
2022-11-22,939970.2971683976,0.005979626665404386,0.0,False
2022-11-23,945313.343762528,0.005684271737336859,0.0,False
2022-11-25,945923.0298615012,0.0006558968944788949,0.004134238326880219,False
2022-11-28,943999.9998278262,-0.0020329667139583835,0.0,False
2022-11-29,942261.502005158,-0.0018416290497724197,0.0,False
2022-11-30,954851.9741902013,0.013361972401769938,0.0,False
2022-12-01,954942.6585758361,9.497219263934168e-05,0.0,False
2022-12-02,953765.8454544303,-0.0012223147847905047,0.003795206707476125,False
2022-12-05,947978.7135726148,-0.006067665254943271,0.0,False
2022-12-06,942602.3209359781,-0.005671427596063762,0.0,False
2022-12-07,942593.4856025403,-9.373341483992742e-06,0.0,False
2022-12-08,948107.7734782209,0.005850123048702904,0.0,False
2022-12-09,946836.58474643,-0.0013324429906544032,0.003150684874967065,False
2022-12-12,948885.1996075109,0.00216364142882098,0.0,False
2022-12-13,950164.4636446447,0.001348175772646636,0.0,False
2022-12-14,949076.9661546424,-0.0011445360583482416,0.0,False
2022-12-15,941956.8835924538,-0.007502112911913771,0.0,False
2022-12-16,936411.70109639,-0.005766363687942508,0.04583441222739448,False
2022-12-19,933090.2165465545,-0.0035470344357578652,0.0,False
2022-12-20,929028.7732624847,-0.0043526801718076075,0.0,False
2022-12-21,934185.5531558436,0.005550721400425309,0.0,False
2022-12-22,923040.430172291,-0.011930309718344941,0.0,False
2022-12-23,924352.1156270372,0.0014278957869351932,0.002585441241108353,False
2022-12-27,913730.9096454962,-0.011490432922670631,0.0,False
2022-12-28,912331.8010414497,-0.0015312041972940314,0.0,False
2022-12-29,921889.2436501031,0.010475840694957016,0.0,False
2022-12-30,922243.6710149709,0.000420404208060117,0.013587104462915719,False
2023-01-03,914894.2519051371,-0.007969064294846832,0.0,False
2023-01-04,918658.0384230624,0.004113903339197602,0.0,False
2023-01-05,912214.6064825364,-0.007013961312075032,0.0,False
2023-01-06,922621.3353329247,0.011468717972892407,0.022623867033469493,False
2023-01-09,924340.0234940895,0.0018628315814360218,0.0,False
2023-01-10,925309.6532496093,0.001048996831116848,0.0,False
2023-01-11,932081.4894574904,0.007318454080857165,0.0,False
2023-01-12,934630.6383384195,0.002734899158240751,0.0,False
2023-01-13,935701.6538626502,0.0011497371725523009,0.0014403180438709896,False
2023-01-17,937094.0038598591,0.0014880277185161462,0.0,False
2023-01-18,930516.8264115702,-0.0070186954789996855,0.0,False
2023-01-19,928054.0625711168,-0.0026466623391977217,0.0,False
2023-01-20,937286.7591881489,0.009957984549349314,0.0035709797114917285,False
2023-01-23,944688.9134427434,0.007897427529015831,0.0,False
2023-01-24,944368.6464853324,-0.0003390184354379516,0.0,False
2023-01-25,945968.6232026384,0.0016942289679571514,0.0,False
2023-01-26,951270.9430832029,0.005605175214599862,0.0,False
2023-01-27,956646.289004486,0.00575868532596258,0.040600031248480134,False
2023-01-30,947969.0963186326,-0.009070429463415535,0.0,False
2023-01-31,956469.3636916425,0.008966819072499427,0.0,False
2023-02-01,964040.7600314493,0.007915984167630551,0.0,False
2023-02-02,968377.126102295,0.0044981148625961006,0.0,False
2023-02-03,961238.9987314879,-0.007343542926495231,0.010545788635507626,False
2023-02-06,962397.3153693132,0.0012050245977887216,0.0,False
