date,nav,daily_ret,drawdown,max_dd,var_95,cvar_95,realised_vol,gross_exp,net_exp,halt
2021-04-16,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-19,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-20,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-21,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-22,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-23,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-26,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-27,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-28,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-29,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-04-30,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-03,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-04,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-05,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-06,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-07,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-10,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-11,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-12,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-13,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-14,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-17,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-18,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-19,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-20,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
2021-05-21,1000000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,False
